student_id,age,gender,education_level,avg_sleep_hours,screen_time_hours,social_media_hours,study_hours_per_day,exercise_hours_per_week,caffeine_drinks_per_day,stress_level,anxiety_score,gpa,uses_sleep_app,feels_burned_out
1529,18,Female,High School,6.6,8.8,7,2.1,1.4,0,10,8,3.04,FALSE,TRUE
1530,20,Male,High School,7.7,3.8,2,3.5,2.1,4,8,8,3.94,TRUE,TRUE
1531,20,Female,Undergraduate,7.5,7.5,6.3,1.9,6,1,6,4,3.04,TRUE,FALSE
1532,19,Non-binary,Undergraduate,7.9,5,2.7,5.6,0,2,8,9,2.96,FALSE,TRUE
1533,17,Female,Undergraduate,6.6,5.9,3.1,6.5,8.6,0,8,9,3.4,FALSE,TRUE
1534,20,Female,High School,7.4,7.7,4.6,3.5,3,3,8,7,3.06,TRUE,TRUE
1535,14,Male,Undergraduate,8.9,4.1,2.4,3.2,8.5,2,4,6,4,FALSE,FALSE
1536,19,Male,Undergraduate,5.7,7.4,5.1,3.7,1.7,1,9,10,2.93,TRUE,TRUE
1537,17,Male,Graduate,8.2,4.5,3.3,3.7,3.2,3,6,5,3.67,TRUE,FALSE
1538,19,Female,Graduate,9.8,1.4,1.3,2,1.4,2,5,5,3.82,FALSE,FALSE
1539,20,Female,Graduate,6.9,9,4.1,0.9,0.1,3,9,10,2.86,TRUE,TRUE
1540,22,Female,Undergraduate,8.1,5.5,1.7,4.7,5.9,1,4,2,4,FALSE,FALSE
1541,16,Female,Undergraduate,6.3,6.2,3.3,4,3.3,2,6,6,3.36,TRUE,FALSE
1542,20,Female,High School,5.9,12.4,6.1,3.5,7.2,1,10,10,2.59,FALSE,TRUE
1543,21,Male,Undergraduate,6.4,8,4.4,3.7,4.6,1,9,8,2.52,FALSE,TRUE
1544,20,Female,Undergraduate,7.6,8.6,4.9,2.3,0.8,0,7,7,3.19,FALSE,TRUE
1545,21,Male,High School,6.8,6.6,2.5,2.2,3.3,1,6,8,3.07,FALSE,FALSE
1546,17,Male,Undergraduate,7.7,4.4,1.8,3.6,0.9,3,7,5,3.25,FALSE,TRUE
1547,23,Female,High School,7,7.7,2.2,3.6,4.5,1,6,5,3.86,TRUE,FALSE
1548,18,Non-binary,Undergraduate,6.1,9.1,2.8,6.8,1.4,3,10,10,3.33,FALSE,TRUE
1549,22,Male,Undergraduate,6.7,7.8,4.7,1.4,2.8,3,10,8,2.58,TRUE,TRUE
1550,20,Female,Undergraduate,5.7,10.2,4.7,3.3,3.7,2,10,10,2.5,TRUE,TRUE
1551,19,Male,Undergraduate,7,6.6,5.4,5.2,0.6,1,9,10,3.22,FALSE,TRUE
1552,17,Male,Graduate,7.7,8.2,3.3,0.7,2.8,1,7,7,2.82,TRUE,TRUE
1553,22,Female,Undergraduate,7.6,8.7,4.6,0,7,2,5,6,3.56,FALSE,FALSE
1554,18,Male,Undergraduate,7.6,6.9,4,2.7,4.9,1,4,4,3.24,FALSE,FALSE
1555,26,Male,Graduate,9.4,4.1,3.4,2,6.2,2,6,4,3.31,FALSE,FALSE
1556,14,Female,Undergraduate,6.5,11,5.8,1.2,0.5,2,10,9,2.91,TRUE,TRUE
1557,27,Female,High School,7.8,6.2,2.5,3.3,2.7,1,8,9,3.08,TRUE,TRUE
1558,18,Male,Undergraduate,7.7,6.7,4.8,3.4,1.3,2,8,8,2.65,TRUE,TRUE
1559,20,Female,Undergraduate,6.9,5.9,2.6,2.6,4.8,0,7,7,3.41,TRUE,TRUE
1560,21,Female,High School,6.9,5.7,4.5,5.6,0,3,8,8,2.79,FALSE,TRUE
1561,27,Male,Undergraduate,6.6,8,4.5,5.5,4.8,3,9,8,2.64,FALSE,TRUE
1562,17,Female,Undergraduate,7.8,3.7,1.9,1.7,6.2,0,5,5,3.7,TRUE,FALSE
1563,23,Male,High School,8.6,3,3.3,4.2,4.6,6,5,7,3.24,FALSE,FALSE
1564,22,Female,Undergraduate,8.4,6.9,3.8,0.6,2.6,3,7,9,3.11,FALSE,TRUE
1565,21,Male,Graduate,6.8,7.5,4,2.1,6.8,4,5,6,3.11,FALSE,FALSE
1566,20,Female,Graduate,7.3,4.7,2.4,3.3,2.2,4,6,6,3.66,FALSE,FALSE
1567,21,Female,Undergraduate,7.1,4.5,3.4,1.7,3.7,2,5,6,3.43,TRUE,FALSE
1568,21,Female,Undergraduate,8,5.2,4.1,4.6,4.5,1,7,8,3.24,TRUE,TRUE
1569,19,Female,Undergraduate,6.3,10.2,5.9,0.7,0.8,2,9,8,2.81,FALSE,TRUE
1570,19,Male,Undergraduate,8.5,7.8,4.9,1.6,7.4,2,4,5,3.26,TRUE,FALSE
1571,21,Female,Undergraduate,7.7,3.9,1.5,2.5,4.2,0,7,7,3.25,FALSE,TRUE
1572,19,Male,High School,8.6,5.8,3.2,3.2,5.2,1,6,6,3.47,TRUE,FALSE
1573,19,Female,High School,6.2,4.7,2.8,2.6,2.6,2,10,8,2.5,FALSE,TRUE
1574,18,Female,High School,7.6,1.3,0.1,2.7,3.7,2,8,9,3.18,TRUE,TRUE
1575,26,Female,High School,8.1,6.7,4.2,3.6,4,4,6,5,3,TRUE,FALSE
1576,22,Male,Undergraduate,6.7,8.8,5.8,5.1,3.5,3,8,8,3.63,FALSE,TRUE
1577,23,Female,Graduate,7.1,6.8,4.8,4.3,4.9,1,6,7,3.26,TRUE,FALSE
1578,18,Male,Graduate,7.8,3.5,1.5,4.6,3.3,1,4,4,4,FALSE,FALSE
1579,21,Female,Undergraduate,7.3,9.3,6.2,3.3,1.1,2,9,9,2.84,FALSE,TRUE
1580,21,Female,Undergraduate,8.7,4.2,2.3,0.8,2,1,6,5,3.21,FALSE,FALSE
1581,20,Male,High School,8.8,6.6,3.6,3.7,1.1,3,7,5,3.68,TRUE,TRUE
1582,19,Female,Graduate,8.6,3.5,1,2.5,3.8,0,6,8,3.5,FALSE,FALSE
1583,14,Male,High School,6.8,11.3,5.6,5.1,8.9,4,7,6,2.98,FALSE,TRUE
1584,20,Female,High School,6.2,6.9,3.1,2.6,3.7,3,7,6,3.27,FALSE,TRUE
1585,16,Male,Undergraduate,7.1,4.3,2.1,3.1,0.6,0,8,8,3.35,FALSE,TRUE
1586,18,Female,Undergraduate,7.6,7,4.2,4.9,3,0,9,7,3.41,TRUE,TRUE
1587,19,Female,High School,8.3,5.7,3.7,0.9,4,1,7,5,3.37,FALSE,TRUE
1588,22,Female,Graduate,7.3,10.7,3.8,4.7,6.9,1,6,8,3.31,FALSE,FALSE
1589,19,Female,High School,6.4,5.6,3,4.3,7.4,0,5,3,3.73,FALSE,FALSE
1590,21,Male,Undergraduate,7.8,3.8,2.8,4.9,4.1,2,8,9,3.11,TRUE,TRUE
1591,22,Female,Undergraduate,7.6,4.5,2.3,5.4,7,2,5,7,3.84,FALSE,FALSE
1592,19,Prefer not to say,Undergraduate,8,2,0.9,2.9,0.5,2,6,8,3.75,TRUE,FALSE
1593,20,Female,Undergraduate,6,6.5,4.3,3.9,3.1,1,7,9,3.07,FALSE,TRUE
1594,18,Male,Undergraduate,8.1,5.5,2.8,4.7,7.1,1,6,5,3.45,TRUE,FALSE
1595,27,Female,Undergraduate,5.8,6.9,2,3.2,2,2,9,10,2.82,FALSE,TRUE
1596,17,Female,Undergraduate,7.6,7.3,2.6,2.7,0,1,8,6,3.4,FALSE,TRUE
1597,24,Female,Graduate,8.6,4.3,2.8,4.5,1.6,2,6,7,3.26,TRUE,FALSE
1598,17,Female,High School,8.5,5,2.6,3,5.2,2,4,2,4,FALSE,FALSE
1599,22,Male,Undergraduate,6.4,11.1,5.8,0,1.6,2,8,7,2.46,FALSE,TRUE
1600,22,Female,Undergraduate,8.4,3.9,1.8,3.5,0.2,2,8,10,3.77,FALSE,TRUE
1601,17,Male,Undergraduate,5.2,10.1,3.6,4.4,0.2,0,8,6,3.46,TRUE,TRUE
1602,21,Female,Undergraduate,6.1,8.2,3.4,0.9,5.1,1,9,10,3.4,TRUE,TRUE
1603,20,Male,Undergraduate,5.2,13.3,7.2,1.3,9.2,0,7,6,3.05,TRUE,TRUE
1604,21,Female,Undergraduate,5.6,8.7,3.2,4.1,3.3,2,10,10,2.83,TRUE,TRUE
1605,23,Male,Undergraduate,6.3,6.7,3,3.9,2.9,3,9,8,2.85,TRUE,TRUE
1606,22,Non-binary,Graduate,6.6,7.7,4.7,2.8,3.5,2,9,7,3.07,FALSE,TRUE
1607,20,Male,Undergraduate,7,7.7,3.9,4.6,0,0,8,7,3.19,TRUE,TRUE
1608,18,Female,Undergraduate,7.4,8.5,4.6,2,3.5,1,8,6,3.31,FALSE,TRUE
1609,20,Female,Graduate,6.4,5.4,2,5.3,5.2,1,7,7,3.34,FALSE,TRUE
1610,20,Male,Undergraduate,8.5,3.6,1.5,2.1,4.1,2,5,3,3.45,TRUE,FALSE
1611,23,Female,Undergraduate,7.7,2.9,0.1,5.2,4.7,4,6,8,3.8,FALSE,FALSE
1612,22,Female,Graduate,8.2,3.9,2.3,4.5,3,2,5,5,3.5,TRUE,FALSE
1613,14,Male,Undergraduate,7.5,9.2,2.8,1.1,0,3,8,9,3.48,FALSE,TRUE
1614,16,Male,High School,7.2,6,4.3,1.4,1.9,5,7,9,3.65,FALSE,TRUE
1615,17,Female,Undergraduate,6.9,9.6,6.9,4,5.1,3,9,7,3.02,FALSE,TRUE
1616,18,Male,Graduate,8.9,3.7,4.4,2.6,4.5,4,6,6,3.32,FALSE,FALSE
1617,18,Female,Undergraduate,7.2,7.8,6,6,4.4,1,7,9,3.16,FALSE,TRUE
1618,19,Female,Graduate,8.2,4.6,4,4.8,5.1,1,7,8,3.52,TRUE,TRUE
1619,19,Female,Undergraduate,5,9.2,3.7,3.7,4.6,0,9,8,2.53,FALSE,TRUE
1620,20,Male,High School,7.7,5.7,2.5,0.5,5.8,1,7,5,3.35,FALSE,TRUE
1621,20,Non-binary,Undergraduate,5.6,8.7,4.9,1.7,5.1,0,8,8,2.79,FALSE,TRUE
1622,16,Female,High School,8.5,4.8,2.2,2.7,7,1,6,5,4,FALSE,FALSE
1623,16,Male,Graduate,7.8,4.9,2.3,1.2,5.4,1,6,5,3.18,TRUE,FALSE
1624,22,Female,Undergraduate,5.2,10.9,6.4,1.4,3.4,2,10,10,2.66,FALSE,TRUE
1625,23,Non-binary,Graduate,6.7,10.3,5,1.4,6.6,0,9,9,3.17,FALSE,TRUE
1626,19,Prefer not to say,High School,8.9,3.5,2.1,2.1,6.5,1,6,7,3.5,TRUE,FALSE
1627,18,Female,Undergraduate,7.5,4.4,2.1,3.9,4.6,3,7,7,3.04,FALSE,TRUE
1628,19,Female,Undergraduate,8.3,4.6,3.1,3.3,6,5,6,6,3.49,TRUE,FALSE
1629,22,Male,High School,6.6,2.6,0,3.3,3.2,2,8,7,3.49,FALSE,TRUE
1630,16,Male,High School,8.8,1.8,0.8,2.3,1.2,1,7,5,4,FALSE,TRUE
1631,14,Male,High School,6.8,10.5,4,3.1,7.1,3,7,6,3.22,FALSE,TRUE
1632,21,Female,Undergraduate,6.8,9.1,5.7,4,7,2,6,5,3.05,FALSE,FALSE
1633,20,Male,Undergraduate,9.4,2.7,1.3,1.8,0,1,5,4,3.71,TRUE,FALSE
1634,20,Male,Undergraduate,7.5,2.1,1.7,3.4,2,4,5,4,3.74,TRUE,FALSE
1635,23,Male,High School,6.9,9.8,2.9,0.8,5.8,3,8,6,3.4,FALSE,TRUE
1636,23,Male,Undergraduate,7.3,8.5,5.3,5.2,0,4,9,7,3.23,FALSE,TRUE
1637,16,Female,Undergraduate,6.3,7.9,4.5,3.2,7.7,2,7,9,2.96,TRUE,TRUE
1638,20,Male,High School,8.1,8.8,6.9,5.7,8.1,3,6,8,3.61,FALSE,FALSE
1639,23,Female,Undergraduate,8.7,7.1,4,3.5,0,2,7,9,3.17,FALSE,TRUE
1640,25,Female,Undergraduate,8.6,5.8,5.4,4.5,5.3,1,7,6,3.35,FALSE,TRUE
1641,18,Female,Graduate,8,1.3,0,2.9,2.1,2,7,7,3.32,FALSE,TRUE
1642,23,Male,Undergraduate,8.2,5.6,3.8,2.6,3,1,9,8,2.84,FALSE,TRUE
1643,21,Female,Graduate,7.6,6,3.7,3.9,0,3,6,4,3.54,TRUE,FALSE
1644,14,Male,Undergraduate,7.3,6.8,3.7,5.3,4.5,3,6,6,3.65,FALSE,FALSE
1645,23,Female,Undergraduate,7.4,7,3.1,2.7,4.4,1,8,7,2.65,FALSE,TRUE
1646,15,Male,Undergraduate,5.8,10.6,5.3,4.1,2.6,1,10,10,2.34,FALSE,TRUE
1647,22,Male,High School,5.8,10.5,6.2,2.9,7.2,2,10,9,3.24,FALSE,TRUE
1648,23,Male,High School,8.5,4.6,2.6,4.6,8.7,0,6,4,2.84,FALSE,FALSE
1649,14,Female,High School,7.2,4.7,3.6,4.3,3,1,7,7,3.09,TRUE,TRUE
1650,21,Male,Undergraduate,8.2,6.1,2.7,4.1,0.5,0,6,7,4,FALSE,FALSE
1651,24,Prefer not to say,High School,6.1,12,6.1,0.3,0,2,10,10,2.32,FALSE,TRUE
1652,21,Male,Undergraduate,5.9,5.5,2.1,4.8,8,0,6,5,3.43,FALSE,FALSE
1653,19,Female,High School,8.1,3.7,0.5,1.2,2.7,2,8,9,3.54,TRUE,TRUE
1654,16,Male,Undergraduate,7.1,8,4.7,0.5,3.6,3,7,5,3.18,FALSE,TRUE
1655,20,Female,Undergraduate,7.7,5.9,3.2,6,2,1,8,7,3.04,FALSE,TRUE
1656,23,Female,Undergraduate,6.4,6.9,4.3,3.3,1.9,0,7,5,3.06,TRUE,TRUE
1657,20,Female,High School,6.9,5.3,2.8,5.2,4.9,1,7,5,3.38,FALSE,TRUE
1658,14,Male,Graduate,8.7,6.3,3.8,1.7,3.1,4,6,6,3.68,FALSE,FALSE
1659,20,Female,Undergraduate,6.2,8.2,4.2,4.3,0,2,9,10,2.8,FALSE,TRUE
1660,16,Non-binary,Undergraduate,6.8,6.4,3.8,0.6,4.2,0,6,8,3.45,FALSE,FALSE
1661,22,Male,High School,7.6,6.8,3.6,1.7,1.2,0,5,3,3.4,FALSE,FALSE
1662,19,Male,Undergraduate,5.9,6.3,3,5.5,5.3,1,6,7,3.16,FALSE,FALSE
1663,21,Female,High School,7.6,4.3,2.3,2.7,2.3,1,7,8,3.44,FALSE,TRUE
1664,22,Female,Undergraduate,7.7,6.5,3,3.2,1.4,0,9,10,3.25,TRUE,TRUE
1665,18,Male,Undergraduate,7.3,5.7,2.3,5.1,1.9,1,8,10,3.75,FALSE,TRUE
1666,17,Male,High School,5,9.8,5.7,3.1,0,3,9,8,2.32,FALSE,TRUE
1667,22,Female,Undergraduate,6.3,11.7,7.3,1.7,5,1,9,7,3.1,TRUE,TRUE
1668,25,Female,High School,7.1,5.5,2.9,1.9,7.7,2,6,8,3.79,FALSE,FALSE
1669,14,Male,Graduate,7.5,5.8,3,2.2,5.1,1,8,10,3.58,FALSE,TRUE
1670,18,Male,Undergraduate,6.3,9.1,7.8,4.7,3.5,3,8,8,2.91,TRUE,TRUE
1671,21,Male,Undergraduate,6.9,5.1,3.6,4.8,3.3,0,7,5,2.79,FALSE,TRUE
1672,21,Female,High School,7.2,7.6,4.5,2.6,2.4,1,7,6,2.82,FALSE,TRUE
1673,20,Male,Undergraduate,6.9,6.6,3,2.4,0.7,2,10,10,2.62,TRUE,TRUE
1674,21,Female,Undergraduate,8,5.2,3.6,2.3,6.4,2,6,4,3.16,FALSE,FALSE
1675,14,Female,High School,7.3,9.4,5,2.6,2.3,0,7,9,3.47,FALSE,TRUE
1676,20,Female,Undergraduate,7.8,5.4,3.9,3.6,3.4,2,7,5,3.62,FALSE,TRUE
1677,22,Male,Undergraduate,7.9,5.3,3.7,4.8,8.1,1,6,6,3.62,FALSE,FALSE
1678,19,Female,Graduate,7.8,1.5,1.6,3.7,2.8,3,6,8,3.87,FALSE,FALSE
1679,15,Male,Graduate,6.8,7.3,2.8,2.7,4.3,3,9,10,3.2,TRUE,TRUE
1680,19,Male,Undergraduate,8.1,5.4,3.4,1.5,9.6,1,7,6,3.31,FALSE,TRUE
1681,14,Male,Graduate,8.6,4.5,0,1.6,2.3,2,6,6,3.63,FALSE,FALSE
1682,22,Male,Undergraduate,7.7,2.6,3.2,4.7,6,2,5,5,3.58,TRUE,FALSE
1683,14,Male,High School,6.9,7.3,5.1,3.8,2.6,4,9,9,2.56,FALSE,TRUE
1684,19,Female,High School,5.4,7.4,4.5,3.5,6.3,2,8,7,2.99,TRUE,TRUE
1685,22,Male,Undergraduate,9.3,3.6,1.9,2.3,5.1,1,5,7,3.3,FALSE,FALSE
1686,21,Male,High School,6.9,6.9,3.7,4.8,10,2,6,6,3.37,FALSE,FALSE
1687,18,Male,Graduate,7.2,2.1,1.9,3.2,0,3,7,7,3.09,FALSE,TRUE
1688,22,Male,Undergraduate,6.3,10.5,6.3,2.6,2,0,10,9,2.84,FALSE,TRUE
1689,21,Male,Graduate,7.5,5.9,2.8,3.3,0.9,3,7,5,3.69,TRUE,TRUE
1690,21,Male,Undergraduate,8.6,7.5,3,0,3.1,0,7,6,3.24,FALSE,TRUE
1691,14,Male,High School,8.4,7.2,6.7,3.2,5.8,3,6,7,3.45,FALSE,FALSE
1692,20,Male,Undergraduate,7.1,9.5,5.2,2.8,0,2,10,10,2.9,TRUE,TRUE
1693,19,Female,High School,7.6,6.3,5,5.6,4.7,0,8,10,3.37,FALSE,TRUE
1694,20,Male,Undergraduate,7.6,4.1,1.5,2,3.7,2,8,9,3.26,FALSE,TRUE
1695,21,Female,High School,7.7,7.4,2.1,4.3,3.1,3,7,7,3.59,FALSE,TRUE
1696,18,Male,Undergraduate,6.4,9.5,4.7,2.4,3,6,10,9,3.09,FALSE,TRUE
1697,23,Male,High School,6.9,9.1,3.8,5,0.6,0,7,8,3.27,FALSE,TRUE
1698,14,Male,Undergraduate,8.3,4.5,2.2,5.2,10.9,1,7,7,2.41,FALSE,TRUE
1699,19,Female,Undergraduate,8.2,5.1,3.2,2.1,0,3,9,10,3.38,FALSE,TRUE
1700,19,Female,Undergraduate,7.5,6.9,2.8,2.7,3.4,1,8,7,3.16,FALSE,TRUE
1701,18,Male,Graduate,6.6,8.2,5.1,2.5,4.3,2,7,6,2.95,TRUE,TRUE
1702,15,Male,High School,9.2,2.6,1.3,6,4.6,0,4,2,3.41,FALSE,FALSE
1703,19,Male,Undergraduate,7.9,6.9,5,3,6.2,3,6,8,2.82,FALSE,FALSE
1704,19,Male,High School,7.4,7.6,2.8,4,4,1,8,9,3.37,FALSE,TRUE
1705,18,Female,High School,8.1,5.3,3.9,2.4,7.7,2,5,7,3.24,FALSE,FALSE
1706,17,Female,Undergraduate,8.2,7.1,4.6,3.8,1.4,1,9,10,2.71,TRUE,TRUE
1707,21,Male,Graduate,5.7,9.9,5.2,2.8,5.9,0,10,10,2.67,FALSE,TRUE
1708,19,Prefer not to say,Undergraduate,7,7.7,2,3.3,2,3,7,6,3.39,FALSE,TRUE
1709,21,Male,Undergraduate,8.5,5.1,3.2,1.1,1.5,2,8,10,3.41,FALSE,TRUE
1710,19,Non-binary,Undergraduate,5.7,7.9,4.7,2.6,5.4,3,7,7,3.05,FALSE,TRUE
1711,17,Male,Undergraduate,9.2,4.4,1.5,4.8,1.9,0,7,7,3.38,TRUE,TRUE
1712,19,Male,Undergraduate,7,9.1,4.2,1.1,0,0,9,9,3.63,TRUE,TRUE
1713,18,Prefer not to say,Undergraduate,7.2,7.6,5.2,1.4,5.1,3,7,9,2.89,FALSE,TRUE
1714,16,Male,High School,6.4,12.8,5.3,2.2,3.1,4,10,10,2.86,TRUE,TRUE
1715,21,Male,Graduate,6.1,8.4,5.1,3.7,7.8,0,7,9,2.74,TRUE,TRUE
1716,20,Prefer not to say,Undergraduate,8.2,9.1,6,5.7,4.8,2,8,10,3.06,FALSE,TRUE
1717,23,Male,High School,7.4,6.1,4.9,1.2,4.1,2,8,10,2.82,TRUE,TRUE
1718,19,Female,Undergraduate,7.3,5.7,3.5,5.3,5.7,3,7,6,2.83,TRUE,TRUE
1719,16,Female,High School,7.2,5.7,0.8,2,2.2,1,7,5,3.37,TRUE,TRUE
1720,18,Male,Undergraduate,10.2,5.4,3.1,2,8,1,3,5,4,FALSE,FALSE
1721,23,Male,High School,7.7,11.2,6.5,3.6,3.6,1,5,4,3.52,TRUE,FALSE
1722,15,Male,Undergraduate,8.8,4.3,1,2.1,2.4,0,6,7,3.23,TRUE,FALSE
1723,16,Male,Undergraduate,7.4,6.9,4.9,2.8,5.4,3,9,10,2.7,FALSE,TRUE
1724,26,Male,Undergraduate,6.7,4.6,2.9,2.3,4.8,0,8,7,3.59,TRUE,TRUE
1725,16,Male,Undergraduate,8,7,4,3.4,2.3,6,7,6,3.62,FALSE,TRUE
1726,22,Male,High School,6,6.1,5.1,4.8,5.4,3,6,7,3,FALSE,FALSE
1727,20,Female,Undergraduate,6.8,5.6,2.9,1,1.9,1,8,9,3.65,FALSE,TRUE
1728,17,Male,High School,7.3,8,4.5,2.8,4.7,1,8,10,3.1,FALSE,TRUE
1729,20,Prefer not to say,Undergraduate,6.6,9,5.7,3.9,0,1,10,8,2.76,TRUE,TRUE
1730,16,Male,Graduate,7,8.9,4.1,4.9,3.8,2,7,5,2.87,FALSE,TRUE
1731,19,Female,Undergraduate,6.6,6.8,5.4,0.8,1.6,1,9,9,2.6,FALSE,TRUE
1732,19,Female,Undergraduate,8.5,4.6,0.7,3.5,1,3,7,8,3.78,FALSE,TRUE
1733,23,Female,Undergraduate,7.3,4.6,2.3,1.7,0.8,0,9,7,2.65,TRUE,TRUE
1734,19,Female,High School,6.4,4.8,3.2,2.1,0.4,2,8,6,3.32,TRUE,TRUE
1735,21,Male,Undergraduate,8.5,6.9,5.3,5,4.1,1,7,9,3.38,FALSE,TRUE
1736,21,Female,Graduate,6,7.3,5.5,5.4,4.9,1,9,10,3,TRUE,TRUE
1737,14,Female,Graduate,7.6,7.3,3.7,2.5,4.8,0,7,6,2.87,FALSE,TRUE
1738,19,Male,High School,7.5,6.8,2,1.8,1.5,2,6,8,3.13,FALSE,FALSE
1739,20,Female,Undergraduate,6.9,6.8,5.5,0,3.5,2,9,10,2.79,TRUE,TRUE
1740,22,Female,High School,6.9,5,2,3.9,4.4,3,8,10,2.9,TRUE,TRUE
1741,20,Female,High School,9.2,2.3,2.1,0.9,6.7,2,4,3,4,FALSE,FALSE
1742,16,Female,Undergraduate,8.3,6.2,3.6,5.7,9.2,1,6,8,3.38,TRUE,FALSE
1743,24,Male,Undergraduate,6.8,9.4,5.8,3.6,1.9,0,10,10,2.64,FALSE,TRUE
1744,21,Male,High School,7.6,7.3,2.6,2.3,5.5,0,7,9,3.66,FALSE,TRUE
1745,18,Female,Undergraduate,8.4,3.7,1.7,3.1,1.5,4,7,9,3.81,FALSE,TRUE
1746,20,Male,High School,6.8,7,4,3.3,0.3,1,7,7,2.52,TRUE,TRUE
1747,14,Female,Undergraduate,8.3,3.5,3.1,3.9,0.9,1,7,9,2.82,FALSE,TRUE
1748,16,Male,Undergraduate,6.8,7.1,5.6,2.6,4.1,2,8,8,2.87,FALSE,TRUE
1749,20,Male,Undergraduate,8.1,6.8,2.5,2.1,3.4,2,8,9,2.91,TRUE,TRUE
1750,19,Female,High School,8.5,3.9,1.8,1.2,5,3,4,3,3.7,FALSE,FALSE
1751,19,Male,Undergraduate,8.9,5.9,1.2,4,0,3,7,6,3.95,FALSE,TRUE
1752,21,Female,High School,8.9,4.7,3.4,1.4,3.7,4,6,4,3.68,FALSE,FALSE
1753,19,Female,High School,6.6,8.7,4.1,0.2,1.3,1,10,10,3.09,FALSE,TRUE
1754,22,Male,Graduate,6,10.5,4.6,2.1,0,1,8,6,3.53,FALSE,TRUE
1755,20,Male,Undergraduate,6.7,2.9,0.7,2.9,2,3,7,7,3.19,FALSE,TRUE
1756,22,Female,Graduate,6.6,6.3,4.5,2.6,2.4,1,6,7,2.97,TRUE,FALSE
1757,20,Male,Undergraduate,8.5,4.3,2.7,4.7,8.2,2,5,7,3.53,TRUE,FALSE
1758,22,Female,High School,7.6,4.9,2.2,2.5,1.8,5,8,8,3.2,FALSE,TRUE
1759,21,Female,Undergraduate,5.9,8.7,5.4,2.3,1.5,2,9,9,2.92,FALSE,TRUE
1760,24,Male,Graduate,7.2,6.6,3,4.5,2.8,1,10,10,2.71,FALSE,TRUE
1761,25,Female,Undergraduate,6.4,7.4,3.2,3.1,9.3,3,8,6,3.27,TRUE,TRUE
1762,21,Male,Graduate,7.1,7.5,3.4,5.2,9.3,2,7,6,2.92,FALSE,TRUE
1763,16,Non-binary,High School,6.3,6,2.7,2.6,2.3,0,8,7,3.35,TRUE,TRUE
1764,22,Male,High School,7.9,2.5,1.7,3.2,1,1,6,5,3.49,FALSE,FALSE
1765,17,Male,High School,7.9,7.8,3.6,0.8,4.2,1,8,9,3.6,TRUE,TRUE
1766,22,Male,Undergraduate,9.7,1.3,0.5,2.9,2.1,5,4,4,4,FALSE,FALSE
1767,19,Female,High School,8.8,2.7,1,2.8,8.1,3,5,4,3.47,FALSE,FALSE
1768,20,Female,Undergraduate,8.6,1.6,0.5,0.3,7.7,1,6,6,3.9,FALSE,FALSE
1769,17,Male,High School,6.9,3.6,2.3,2.5,1.4,1,5,7,3.08,FALSE,FALSE
1770,19,Female,Graduate,6.7,5.1,4.1,3.5,3.3,1,7,6,2.93,FALSE,TRUE
1771,16,Female,Undergraduate,7.7,7,4.4,1,3.1,3,7,6,3.21,FALSE,TRUE
1772,17,Female,Undergraduate,7.8,6.7,3.8,4.4,2.6,3,8,7,3.87,TRUE,TRUE
1773,20,Female,Graduate,8.4,5.8,2.1,1.5,3.7,0,4,4,3.63,FALSE,FALSE
1774,21,Female,Undergraduate,7,4.8,2.6,3.4,1.9,2,7,9,3.41,FALSE,TRUE
1775,17,Female,High School,8.1,2.9,1.6,5.7,6,4,4,5,3.57,FALSE,FALSE
1776,19,Female,Graduate,7.7,5.8,4.1,3.6,7.3,1,5,6,3.51,TRUE,FALSE
1777,24,Female,Undergraduate,6.8,7.1,3.6,2.6,6,1,7,7,3.22,FALSE,TRUE
1778,19,Male,High School,7.7,8.1,4.9,3.2,1.3,0,9,7,2.44,TRUE,TRUE
1779,20,Male,High School,6.2,8.6,3.5,4.9,3.4,2,8,7,3.3,FALSE,TRUE
1780,23,Female,Undergraduate,6.7,10.1,6.4,2.9,3.8,3,7,6,2.81,FALSE,TRUE
1781,19,Female,Undergraduate,7.9,6.6,4.7,1.2,5,3,8,10,3.35,TRUE,TRUE
1782,20,Female,High School,6.5,9.7,5.5,2.2,1.5,1,10,10,2.94,FALSE,TRUE
1783,19,Male,Undergraduate,7.3,5.3,2.7,2.4,1.7,3,8,7,2.68,FALSE,TRUE
1784,18,Female,Undergraduate,8.5,2.2,0,2.8,3,1,6,5,4,FALSE,FALSE
1785,23,Male,Undergraduate,7.8,8.5,7.1,5,2.1,1,8,8,3.13,FALSE,TRUE
1786,24,Male,Undergraduate,7.6,6.8,4,2.4,7.2,2,5,3,3.25,TRUE,FALSE
1787,22,Male,Undergraduate,6.7,6.2,3.1,6,7.7,2,7,9,3.1,FALSE,TRUE
1788,19,Female,Graduate,6.4,6.6,3.9,2.3,5.5,1,8,8,3.09,TRUE,TRUE
1789,17,Male,Undergraduate,8.9,4,1.1,1.2,4.6,2,6,5,3.52,FALSE,FALSE
1790,17,Male,High School,8.6,3.9,2.3,2.1,6.4,1,6,5,3.38,FALSE,FALSE
1791,14,Male,Undergraduate,6.8,6.2,3.4,3.1,3.4,1,7,5,3.36,FALSE,TRUE
1792,21,Male,Undergraduate,6.9,7.8,3,1.9,5.3,4,8,6,3.36,TRUE,TRUE
